,buyer,total_estimated_backfill_revenue
102,Amnet Nordics w/DBM,0.20690654069754585
103,Amnet RU w/DBM,0.011866615281913646
104,Amnet SEA w/ DBM,0.09321726703382768
105,Amnet SEA w/ TTD,0.03549302823137667
106,AMNET (TR) w/ DBM,0.00023664209951468842
107,AMNET TW w/DBM,0.0008068838254285556
108,AMNET (UAE) w. DBM,0.08057499153683811
109,AMNET (UAE) w/ MediaMath,0.009497729264896816
110,Amnet UK w/Amazon,1.2113413271532507
111,Amnet US w/Amazon,0.023715153736781028
112,Amnet w/ TTD AU,0.15203926224236072
113,Amnet w/ TTD P&G,0.47029741419696053
114,AMNET (ZA) w/DBM,1.5719312996804102
115,Amobee,0.2863936359157817
116,Amobee APAC,0.9989254625763785
117,Amobee EMEA,0.18132290038334675
118,A.Mob (FR),0.002145390700808511
119,Annalect Media India Private Limited,0.3492254000327581
120,Appier PC,0.007509278289808116
121,Appier TW,0.009179741443673955
122,AppNexus,1.0597186536069105
123,Artefact H&H Group FR w/Amazon,0.009176454747847361
124,Assembly Media with DBM,0.09650478453437722
125,Assembly US w/ Amazon,0.0028421702160462063
126,Associated Newspapers w/DBM,0.18607217585277347
127,AstroMotion Games Limited,0.024577911391261666
128,Audience2Media w/DBM,1.3461180412403888
129,Avocet w/IPonWeb,0.00016762148715623762
130,BannerConnect w/DBM,0.03056544951335727
131,Beamly US w/ Amazon,0.001005728922937426
132,Beamly w/ DBM - US,0.06270769134952249
133,Beeswax.io,0.7796683406364532
134,Bidease Inc.,0.0059291992711735814
135,Bidtellect OpenRTB,0.03137315501274248
136,Bidtellect (self bidder),0.03374450605162925
137,Biga Bid Media,0.02210631612966381
138,BlisMobile,1.7424574042733993
139,Blue449 Vivaki UK w/DBM,0.7811678956073361
140,Blue Mango Interactive w/ DBM,0.43017178819800117
141,Bmind w/ DBM,0.0018380846410220764
142,BPNWW (UAE) w/ DBM,0.0010788579050791177
143,BRAVONEXT SA w/ DBM,0.00019062835794238787
144,Bridgewell,0.00010846096227756551
145,Bulbit,0.0040385274969260195
146,Cadreon BE w/ DBM,0.06906580442606644
147,Cadreon CA w/Amazon,0.2486952347847612
148,Cadreon CEE w/ DBM,0.035787187507856734
149,Cadreon DE w/Amazon,0.003194668343448294
150,Cadreon DE w/ DBM,0.003779700200581829
151,Cadreon DK w/DBM DO NOT USE,0.04675324813328392
152,Cadreon (MENA) w/DBM,0.014329172129988372
153,Cadreon MY w/ DBM,0.005333485652603619
154,Cadreon NL w/ DBM,0.030238423278611277
155,Cadreon US w/Amazon,0.004630954419669388
156,Cadreon w/Bid Manager,0.0029218725898410834
157,Cadreon w/ DBM,6.295573006681589
158,Cadreon w/ DBM AU,1.3342999047219175
159,Cadreon (ZA) w/ DBM,5.91605248786721e-05
160,Captify Media w/DBM,7.965887437561274
161,Carrefour (FR) w/ DBM,0.017758839225038056
162,Centro,0.9595212663113563
163,Clickagy,0.00030237601604654634
164,clicksco_rtb,0.00038700843358131337
165,Coegi w/ DBM,0.09827056186721425
166,Cogo Labs,0.00529158028081456
167,Collective Media UK w/DBM,4.57592362809683
168,Conversant,0.0020311780208344087
169,Conversant MS - DBM,0.0004995777656421201
170,Cossette CA w/Amazon,0.017721863896988887
171,Crimson Tangerine,3.575240604927181
172,Crimtan (AU),0.2605659584364581
173,Criteo (AU),7.405124542411301
174,Criteo (BR),0.04195960227019819
175,Criteo Europe,12.45646707847688
176,Criteo (IN),0.1496399742889479
177,Criteo (IT),0.235813852166387
178,Criteo (JP),0.21840422437292442
179,Criteo (MEA),3.1304019366030094
180,Criteo (RU),0.08808755652247281
181,Criteo (SG),1.2994839358308188
182,Criteo (TR),0.03861374591872662
183,Criteo (UK),110.3067969473467
184,Criteo (US),7.607914496586039
185,CtrlShift SG w/ DBM,0.0003598931930119219
186,CyberAgent Dynalyst,0.007194577164411847
187,DAN FR w/DBM,0.7133157036152391
188,Databerries,0.023503983529922435
189,DataPoint Media,0.009255335447685592
190,Datawrkz w/ DBM,0.001150343539307513
191,DataXu,0.43357844842226473
192,DataXu EU,0.17007911396057246
193,Datmean w/ DBM (ES),0.002379567778453256
194,DBM (360i UK),1.2673449806904802
195,DBM (888),2.0146508708703865
196,DBM (Acceleration - EMEA),1.5948872266812484
197,DBM (Affiperf ES),0.039285875215264866
198,DBM (Affiperf UK),1.5512473011697046
199,DBM (Albert Heijin NL),0.06313496180697956
200,DBM (All Response Media),0.5281605158980851
201,DBM AUNZ,24.503318186129228
202,DBM (Bol.com NL),0.00015118800802327314
203,DBM (booking.com),3.6826161359080145
204,DBM (Brainlabs Digital),0.4042718034104925
205,DBM (Cadreon IT),0.07495638502127755
206,DBM (Cadreon UK),1.8408569689518075
207,DBM (Club Med FR),0.11853715000794268
208,DBM (Cool Blue),0.30713679495136614
209,DBM (Croud Inc. LTD),0.3232177759569285
210,DBM (Danone ES),0.00421354404969209
211,DBM (Equimedia),0.15731194402217236
212,DBM (Essence),1.608863079009878
213,DBM (Gall Gall NL),0.00030237601604654634
214,DBM (GroupM IE),4.589348137200549
215,DBM (GSK UK),0.08023481851878574
216,DBM (IG Markets),0.1698449368829277
217,DBM India,0.6489745244399
218,DBM Japan,0.014615936340858601
219,DBM (JellyFish),5.5275675061858
220,DBM (KLM),0.009784493475767047
221,DBM (L'Oréal DACH),0.007289069669426392
222,DBM (L'Oreal EMEA),0.0004930043739889341
223,DBM (L'Oréal GB),0.869862669183772
224,DBM (Maxus UK),0.48217388956635393
225,DBM (MEC UK),0.11625536143033056
226,DBM (Mediacom UK),8.823885956485002
227,DBM (Mediacom Worldwide),0.40545830060389254
228,DBM (Mindshare UK),1.6324204713469825
229,DBM (Mindshare Worldwide),0.4852198349236489
230,DBM (mSix),2.768895797614187
231,DBM (Neo@Ogilvy EMEA),0.3186681672589673
232,DBM (Net Media Planet),0.26763317613758947
233,DBM (Periscopix Ltd),5.303165061929343
234,DBM (Pernod Ricard),0.0359654907564494
235,DBM (Red Media Norway),0.13761559760735778
236,DBM SEA,10.1361469223417
237,DBM (Search Star),0.2712395031333185
238,DBM (SEAT),1.2816946946693848
239,DBM (Sky),17.455713842343048
240,DBM (Space),0.20608404506694097
241,DBM (TalkTalk),2.2509018535817105
242,DBM (The 7 Stars),1.6659907825198024
243,DBM (Unique Digital - ZipCar),0.05733640869491304
244,DBM (Warner Bros EMEA),0.011542875742994245
245,DBM (Warner Bros - UK - PHD),2.489442019936256
246,Delta Projects AB,0.0006047520320930927
247,Demandbase w/ Beeswax,0.007658001275961445
248,Dept Marketplaces DE w/ Amazon,0.6177229771727415
249,Digilant w/MediaMath,0.08775642191794358
250,Digitec Galaxus AG w/DBM,0.04657001484095137
251,District M,0.39918481994488336
252,District m. w/ Beeswax,0.09147367489782014
253,Domain Group (AU) w/ DBM,0.021429256789385676
254,DoubleClick Bid Manager (Europe),111.35218478547571
255,DQ&A w/DBM,2.2175952997489747
256,DQ&A (ZA) w/DBM,0.2881199728986996
257,DV360 (BR),0.7982521405139661
258,DV360_US_Publicis,4.864270383007565
259,DynAdmic,0.02128792886884218
260,Easy-Media,0.005169972535230623
261,EchoSearch,0.19082884638781006
262,Emetriq,0.004166708634163142
263,Empower MediaMarketing Inc w/ Beeswax,0.041509324941954966
264,eprofessional w/DBM,0.0812446558115064
265,Eskimi,7.075732708344117
266,ETARGET (Tailwind EMEA LTD),0.004060712693755521
267,Explido DE w/Amazon,0.0036153654092521844
268,explido w/ DBM,0.002405861345065999
269,Exponential: Tribal Fusion,0.5427386552369379
270,extend.tv,0.06906251773023984
271,eyeReturn,0.09814238072997712
272,Eyeview,0.03859895578750695
273,Fairfax Media w/ Invite Media,0.007438614329536369
274,FastG8 Inc w/ IPONWEB,0.002142925678938567
275,FCB NZ w/ DBM,0.89846185291887
276,Finc3 GmbH DE w/ Amazon,0.012270057194627924
277,Fisherman ES w/Amazon,0.02417282613063409
278,Flow Digital w/ Invite Media,0.26964463398346433
279,Fusio DSP,0.04347312569834422
280,Gamned (FR) w/ AppNexus,0.017089174950369754
281,Gamned (FR) w/ DBM,0.1020609438292325
282,Genesis Media w/ DBM (MightyHive),0.02242430395088667
283,GetBlue,0.011565882613780396
284,GET INTENT,0.002168397571594662
285,GetIntent USA,0.0005390181155612346
286,Goldbach Audience w/ DBM,0.027438158434354133
287,Goodway Group,0.3667574572457612
288,Goodway Group w/ DBM,0.002889827305531803
289,Google AdWords,914.2654622685607
290,Google Bid Manager - Canada,3.5987618436101934
291,Google: DCLK Bid Manager,45.565865175358624
292,Google: DCLK Bid Manager (China),4.624759819710218
293,Google: Invite Media (2),1.035738099182132
294,Google: Invite Media Direct Marketers,0.008790267988222697
295,GroovinAds,4.930043739889342e-06
296,GroundTruth,0.03850528495644906
297,GroupM Connect (TR) w/ DBM,8.052404775152592e-05
298,GroupM DE w/Amazon,0.004016342300096518
299,GroupM DE w/DBM,0.005795266416239921
300,GroupM DE w/The Trade Desk,0.01677283047706019
301,GroupM (FR) w/ DBM,0.0018471230545452067
302,GroupM (MENA) w/DBM,0.012172277993786784
303,GroupM PBU (MediaCom UK IE),18.333829404747394
304,GroupM UK w/Amazon,0.05062908418679359
305,GroupM US w/Amazon,0.059237762230597034
306,Havas/Affiperf Sweden w/DBM,0.003269440673503282
307,HispaVista S.L with Data Xu,0.0012095040641861851
308,Hitch Digital Media (ZA) w/ DBM,0.0025069272417337306
309,Hoy AG w/DBM,0.8240642061881134
310,Hype Istanbul (TR) w/DBM,0.18977874707121362
311,Ignite Video,0.10150960060432156
312,IgnitionOne,0.3324813281441806
313,IgnitionOne Brazil w/ DBM,0.00416753030811979
314,IgnitionOne Japan w/ DBM,0.11071152724482501
315,IgnitionOne w/DBM,0.13194111726274516
316,IKON AU w/ MediaMath,0.06330997835974563
317,Index Exchange (EB),138.81870329644354
318,Infectious Media w/DBM,23.02848327623198
319,Iniciativas de Meios (PT) w/DBM,0.04446077779423538
320,InMobi Pte Limited,0.09975697005479088
321,inMobi w/ Beeswax,11.412528673207397
322,iotec Global w/Beeswax,0.23847278909010064
323,IPG Traffic4U w/DBM,0.3742708439053526
324,iPinYou,0.0020229612812679267
325,iPromote 2957 w/AppNexus,0.03447826089491612
326,iProspect FR w/Amazon,0.009023623391910792
327,iProspect  IT w/DBM,0.0006770593402781362
328,Jampp NA,0.07760135348772819
329,Jellyfish DBM,5.2066717808303595
330,Jumpstart Automotive Media,0.003805993767194572
331,Just Media w/ MediaMath,0.0005718850738271636
332,Kepler US w/ Amazon,0.011417981301583715
333,Kepler w/ DBM,0.34828704837426583
334,Kepler w/Verizon Media DSP,0.27446046504337956
335,Kerv Interactive w/ Beeswax,0.010589733953282308
336,Knorex,0.3217938149900571
337,Komli Media,0.06142587997715125
338,Kupona w/ DBM,0.0005521648988676064
339,Kyocera Communication Systems,0.007563508770946898
340,LBi Vivaki UK w/DBM,0.09192970394375992
341,LifeStreet Media,0.043745099777994775
342,Liftoff,2.9901323321156776
343,Light Reaction DE w/Amazon,0.0011174765810415843
344,Light Reaction New w/AppNexus,0.296257010091387
345,LinkedIn RTB,0.7885226991932944
346,Listenloop w Beeswax,0.053419488943570966
347,Live Nation Entertainment Inc.,0.028302559436748063
348,LoopMe Media,1.171400577794537
349,Louder (AU) w/ DBM,0.12120923371496271
350,Madison Logic,0.010379385420380362
351,Magnet Intell w/ Invite Media,0.975944885356841
352,MainADV,0.05573085778362242
353,Manage.com,0.36579034699878626
354,Marin Display Bidder,0.33296940247442963
355,Marketgid,0.0009728619646714968
356,Matiro EU w/Amazon,0.019633077520152656
357,Matiro w/ DBM,0.028386370180326182
358,mbr-targeting,0.0007485449745065318
359,M&C Saatchi Mobile w/DBM 217206623,5.15410025941005
360,Mediacom Holding Ltd w / TradeDesk,0.0004133020001940565
361,Mediacom (ZA) w/DBM,0.25072559113163895
362,Media Direction w/Adform,0.0014666880126170793
363,MEDIA FORCE COMMUNICATIONS (2007) LTD,0.0023992879534128126
364,Media IQ Digital w/ AppNexus,1.8573356401523875
365,Media IQ Digital w/DBM,8.382299473681243
366,Media IQ US w/Amazon,0.006432885406598943
367,MediaMath,1.801254749263233
368,MediaMath APAC,0.013853422909089051
369,MediaMath (EMEA),0.5967538577990787
370,Mediamath Inc. Brazil,0.0005012211135554164
371,Mediasmart,0.12538415908869233
372,Mediative - DBM,0.05083861104573889
373,Media.ventive GmbH w/ Bidswitch,0.005163399143577436
374,Merkle w/ Invite Media,0.32885445929953533
375,Meteora - direct,0.01857640481190304
376,MicroAd APAC 2,6.573391653185789e-06
377,MicroAd (China),0.0012431926964087624
378,Microsoft EMEA Hub w/DBM,0.14975500864287863
379,MightyHive - DBM - Global,3.3246711318473054
380,MightyHive EMEA w/DBM,0.03375025776932579
381,MightyHive US – w/Amazon,0.005955492837786325
382,MightyHive w/ DBM AUNZ,0.8124720300077202
383,Mindshare Singapore,0.02290087484574264
384,MobiGlobe LTD,0.02439139140310252
385,MobPro USD,4.383253410372172
386,Mobvista,0.001914500318990361
387,Mogo Marketing w/ DBM,0.08847374328209748
388,Moloco Ads,1.6998363544680994
389,Motive Interactive w/ Beeswax,0.0817064365751427
390,Nano Interactive w/ DBM,0.02760988829129361
391,Neo@Media World Spain w/ DBM,0.6251410496533616
392,Neo@Ogilvy DE w/ DBM,0.0021757926372044964
393,Net Media Planet w/DBM,1.6290507864507682
394,Netmining,0.0200291243672571
395,Newsquest w/DBM,0.4476151046236863
396,Next Performance,0.035707485134061856
397,Next Performance (US),0.05480811793030646
398,Noqoush,0.0004009768908443331
399,Ogilvy (ZA) w/DBM,0.1064363576483843
400,Ogury w/Beeswax,0.006387693338983291
401,OMD ES w/Amazon,0.008441056556647203
402,OMD (ES) w/ DBM,0.050912561701837236
403,OMD (ES) w/ TTD,0.022600142177609393
404,OMD Re-mind-PHD (FR) w/ Amazon,0.007413142436880274
405,OMD Re-mind-PHD (FR) w/ DBM,0.023451396396696952
406,Omd Walt Disney DE w/Amazon,0.030389611286634553
407,OMG Germany w/DBM,0.036018077889674885
408,OMG Germany w/The Trade Desk,0.007676078103007706
409,OMG IT – w/Amazon,0.00015776139967645894
410,OMG Switzerland w/DBM,0.08258151933897306
411,Omnicom Media Group w/Adform (DK),0.0006762376663214881
412,Omnicom Media Group w/ DBM (DK),0.09657544849464897
413,Omnicom Media Group w/ DBM (PT),0.45364701313944095
414,Omnicom Media Group w/ Invite Media (Europe),7.094642712782419
415,One Tag,0.0003171661472662143
416,Online Media Partners w/ DBM,0.006585716762535512
417,OpenX (EB),109.72495565018683
418,Optomaton UG w/BidSwitch,0.0004913610260756378
419,Optus (Amobee) w/ DBM,0.10109958529995408
420,Orange142 w/AppNexus,0.010024422271108328
421,Orange FR w/DBM,0.009771346692460676
422,Otto Group Media w/ DBM,0.0034954010115815434
423,OwnerIQ,0.1547195626889472
424,Path GmbH w/DBM,0.0068724809734057426
425,PayPerSale.ru,0.0008151005649950379
426,Performance Advertising w/Active Agent,0.037472440792942235
427,Performance Advertising w/DBM,0.00038783010753796164
428,Performics ES w/Amazon,0.008600461304236957
429,Performics - Vivaki (ZA) w/ DBM,0.0005702417259138672
430,Periscope UK w/Amazon,0.9583331257700429
431,P&G/Amnet (ES)  w/ The Trade Desk,0.004732841990293769
432,PHD (ES) w/ DBM,0.006991623697119735
433,Pilot Hamburg w/The Trade Desk,0.04074516816227211
434,pilot w/ Adform,0.0034551389877057804
435,Pixidis (FR) w/ DBM,1.4610817312108684
436,Platform161,0.00010106589666773149
437,Postmedia - DBM,0.5024100757706864
438,Prex DE w/Amazon,0.0028791455440953756
439,PREX DE w/DBM,0.03390473247317565
440,Priceline w/ DBM,0.0017025084381751196
441,ProData Feed,0.0023992879534128126
442,ProgrammAds w/DBM,0.03824727933406152
443,Programmatic Mechanics w/AppNexus,0.02176449976369815
444,Programmatic Mechanics w/ DBM,0.020194280832543394
445,Programmatic s.r.o. w/DBM,0.00021034853290194524
446,Ptarmigan Media Limited w/DBM,0.531342037458227
447,Publicis DE w/The Trade Desk,0.021596878276541907
448,Publicis Digitas w/ DBM,0.10725803160503251
449,Publicis Digitas w/ The Trade Desk,0.47277722619812484
450,Publicis ES w/Amazon,0.0006178988153994642
451,Publicis Mediavest w/ DBM,2.0689972080370564
452,Publicis Mediavest w/ The Trade Desk,0.3213114923775046
453,Publicis Optimedia w/ DBM,0.02401999477469752
454,Publicis OptiMedia w/ The Trade Desk,0.004662999703978669
455,Publicis Performics w/ DBM,0.022186018503458686
456,Publicis PHM w/ The Trade Desk,0.015642207112712234
457,Publicis Saatchi w/ DBM,0.03539771405240547
458,Publicis Spark w/ DBM,0.02184338046353638
459,Publicis Spark w/ The Trade Desk,0.07823075573852073
460,Publicis VM1 w/ Verizon Media DSP,0.10743633485362519
461,Publicis Zenith w/ DBM,0.30580650481555266
462,Publisher Internationale,0.09960989041655086
463,PubMatic (EB),175.86981844300507
464,Qantas w/ DBM,0.4571572042822421
465,Quantcast,2.1264675495869034
466,Rakuten Marketing (AU),0.021177824558651318
467,Realtime Technologies GmbH,0.015475407299512642
468,Realtime Technologies GmbH-DE,0.0009728619646714967
469,Red Aril,0.1802728010667503
470,remerge,0.4456340487142075
471,Resolution Media DE w/Amazon,0.00041412367415070473
472,Retail Rocket LLC,0.0002637573400840798
473,RhythmOne (EB),23.93307892523723
474,Rightmove w/ DBM,0.18086440631553705
475,Rogers - DBM,0.0007559400401163657
476,Rontar EE,0.018277315491683085
477,Rozetka Limited,0.0008151005649950379
478,RPA w/ DBM,0.3691624969168706
479,RTB House,3.5715940159075763
480,RTB House (APAC),0.9847836321085058
481,RTB House (BR),0.28292535014476955
482,RTB House (RU),0.20600845106292934
483,RTB House (TR),0.01822555003241425
484,Rubicon (EB),151.71168055602
485,Segmento.ru,0.0350641144260063
486,SEM (TR) w/ DBM,0.0011454134955676237
487,Shunfei,0.0030377286177284825
488,Sift Media,0.13578655137985884
489,Simplaex,0.023002762416367024
490,Simpli.fi,0.20601173775875595
491,Smaato (EB),0.9955179806781582
492,Smadex,0.08216493064295242
493,Smadex USD,0.0018208294879324635
494,SMG Vivaki UK-P&G w/TheTradeDesk,0.12248775839150736
495,SMG Vivaki UK w/DBM,1.031858976432796
496,SMG Vivaki (ZA) w/DBM,0.013588022221091674
497,Snap Incorporated,0.00417656872164292
498,Sociomantic (Americas 2),0.15908018637687935
499,Sociomantic (EMEA 2),4.941668783028001
500,Sojern DBM Adx,3.1053663528178945
501,So-net Media Networks,0.0003278479087026412
502,Sovrn (EB),27.05556238992002
503,Spiceworks w/ Beeswax,0.0014198525970881306
504,Splicky EMEA,0.0026498985101905213
505,Spotad.co (IL),0.03421532522878868
506,Sprout Performance (ZA) w/DBM,0.26965531574490076
507,StackAdapt Inc w/ Bidswitch,0.001663068088256005
508,Starcom CA w/Amazon,0.0007501883224198283
509,Stonebird,0.0061978866549975515
510,Storygize,0.0049497639148489
511,SundaySky,0.05847442712487083
512,TabMo (FR),0.3205243287270356
513,Takeaway w/DBM 278223834,0.05447040993412404
514,Tapped Networks_DBM,0.012173099667743433
515,Tapsense,0.04492420190578498
516,Targetopia (ES) w/ DBM,0.047385115405946414
517,target performance w/ Adform,0.0001807682704626092
518,target performance w/ DBM,0.02651459690708153
519,The Cocktail w/DBM,0.015234656830214716
520,The Economist Group w/ DBM,0.00500892443972757
521,The Reach Group GmbH w/Adform,0.0017904275515364793
522,The Reach Group w/ DBM,0.03396224965014103
523,The Science of Digital w/DBM,0.08434400997598351
524,The Trade Desk,11.0708437750748
525,Thomas Cook w/DBM,1.9774972395726238
526,Ticketek w/ DBM,0.03567379650183928
527,Total Return w/ The Trade Desk,0.010141099972952376
528,Tradelab (FR) w/AppNexus,0.004003195516790146
529,Tradelab (FR) w/ DBM,0.13814393396148258
530,Traffic4u w/Adform,0.001561180517631625
531,Traffic Media Solutions- SL (T2O) w/DBM,0.19176966306817225
532,travelaudience,1.893089960701978
533,TravelClick w/DBM,0.4954808992942719
534,Triapodi Ltd.,0.09576527797339382
535,TripAdvisor w/DBM,0.3847627986577937
536,TripleLift (EB),91.06155692979762
537,TTD_US_Publicis,0.4977446110448378
538,Turk Telecom w/bidswitch,0.009102504091749022
539,TVTY w/AppNexus,0.023999452925781317
540,UNIFIED w/ DBM,0.04177719065182228
541,Unique,0.00024321549116787416
542,Universal Mc Cann (IL) w/ DBM,0.03771647795806676
543,Universo Online w/ ASAPCODE (BR),0.0050500081375599816
544,Value Media (PL) w/ DBM,0.01121256281242166
545,Varick Media w/ Invite Media,0.041281721255963404
546,Varick US w/Amazon,0.002524182394823343
547,Vayner Media US w/Amazon,0.02812672121002534
548,Verizon Media DSP - APAC,0.05102020099015815
549,Verizon Media DSP - EMEA,0.003740259850662714
550,Verizon Media DSP - Global,5.2591578481591785
551,Vivaki DE w/Amazon,0.0009137014397928248
552,Vivaki DE w/DBM,0.23773903424681378
553,Vivaki ES w/DBM,0.06725319167770046
554,Vivaki FR w/DBM,0.22496529091676049
555,Vivaki GR w/DBM,0.010813229269490623
556,Vivaki IT w/DBM,0.010581517213715823
557,Vivaki NL w/DBM,0.0016367745216432615
558,Vivaki Norway w/DBM,0.11598913906837655
559,Vivaki NO w/Adform,0.00901047660860442
560,Vivaki SEA w/ Invite,0.016922375137170168
561,Vivaki SEA w/ TTD,0.01511715745441402
562,Vivaki Sweden w/DBM,0.23073344209243105
563,Vivaki (UAE) w/DBM,1.0194919617112834
564,Vivaki UK Blue449 w/Amazon,0.9495469661516034
565,Vivaki UK Starcom w/Amazon,0.0025439025697829003
566,Vivaki UK w/DBM,6.506063689178034
567,Vivaki UK w/TheTradeDesk,0.9422422846770008
568,Vivaki UK Zenith w/Amazon,0.05396425877682874
569,Vivaki US Digitas w/Amazon,0.01604647069938316
570,Vivaki US MediaVest w /Amazon,0.007517495029374599
571,Vivaki US Spark w/Amazon,0.05840704986042568
572,Vivaki US Starcom w/Amazon,0.06875274664858347
573,Vivaki US Zenith w/Amazon,0.0024190081283723707
574,VivaKi w/ Invite Media,0.025153904834872072
575,Vuble.tv,0.06704695151458176
576,Wavemaker UK w/Amazon,1.8590315751989095
577,Wayfair w/ AppNexus,0.581241475171517
578,Webranking w/DBM,0.004397599015981293
579,webrepublic w/DBM,0.17677493503329883
580,Wider Planet,0.0023064387963115636
581,Xaxis AU w/ AppNexus,0.000885764525266785
582,Xaxis AU w/ The Trade Desk,0.3013144132945568
583,Xaxis Belgium v2 w/Appnexus,0.03092452103241255
584,Xaxis (CZ) w/AppNexus,0.006008079971011811
585,Xaxis DK w/AppNexus,0.03211266157372588
586,Xaxis EMEA w/The Trade Desk,1.1939341643816581
587,Xaxis HK c/o The Trade Desk,0.007389313892137475
588,Xaxis HK w/ DBM,0.01745646320899151
589,Xaxis ID c/o The Trade Desk,0.008468171797216593
590,Xaxis (IT) w/DBM,0.0011330883862179003
591,Xaxis (MENA) w/ DBM,0.19083788480133318
592,Xaxis SG w/ TTD,0.09904786543020347
593,Xaxis (SK) w/AppNexus,0.0004626024375929499
594,Xaxis US w/ Amazon,0.06049492338426882
